stage_source,case_id,attempted_repetitions,completed_repetitions,status_counts_json,median_total_runtime_s,median_peak_rss_bytes,median_attacker_objective,median_defender_objective,unique_solution_signature_count,all_completed_replays_pass,configuration_json
14.2C,local-sse-spatial-50m-018909d9134d,3,3,"{""completed"": 3}",29.869508699999642,76288000.0,1.340553884072545,0.8938345470153469,1,True,"{""experiment_type"": ""stage14_2c_local_sse_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_spatial_50m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 50.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 300.0, ""worker_mode"": ""local_sse""}"
14.2C,local-sse-switch-contour-6-aee51a45bb4c,3,3,"{""completed"": 3}",16.876671500000157,200318976.0,0.1918606116922587,0.014278006923464828,1,True,"{""experiment_type"": ""stage14_2c_local_sse_switching"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_switch_contour_6"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 25.0, ""switching_contour_sample_count"": 6, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""switching_contour_sample_count"", ""timeout_s"": 300.0, ""worker_mode"": ""local_sse""}"
14.2C,local-sse-switch-contour-9-7751ae19defd,3,3,"{""completed"": 3}",43.96659870000076,202829824.0,0.950208719670526,0.7814935518630626,1,True,"{""experiment_type"": ""stage14_2c_local_sse_switching"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_switch_contour_9"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 25.0, ""switching_contour_sample_count"": 9, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""switching_contour_sample_count"", ""timeout_s"": 300.0, ""worker_mode"": ""local_sse""}"
14.3,global-oracle-canonical-anchor-1e73ac12d4de,3,3,"{""completed"": 3}",58.409136999998736,205864960.0,0.944086144839464,0.7814861193516704,1,True,"{""experiment_type"": ""stage14_2c_global_oracle_baseline"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_canonical_anchor"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 25.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""baseline_anchor"", ""timeout_s"": 300.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-100m-327244e884b8,3,3,"{""completed"": 3}",7.511610199999268,65593344.0,1.4049827579238952,0.912150500664634,1,True,"{""experiment_type"": ""stage14_2c_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_100m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 100.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 300.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-10p0m-75bac87ec5fd,3,3,"{""completed"": 3}",25.35800400000153,2255548416.0,0.28817767289340535,0.1926998964176631,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_10p0m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 10.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-11p11111111111111m-dce0fc8b6d5d,3,0,"{""worker_failure"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_11p11111111111111m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 11.11111111111111, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-12p5m-9ce2768d5aed,3,0,"{""worker_failure"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_12p5m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 12.5, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4,3,3,"{""completed"": 3}",12.7068763999996,804564992.0,0.30973128763458896,0.20684149654063252,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_14p285714285714286m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 14.285714285714286, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-16p666666666666668m-95a5489b2272,3,3,"{""completed"": 3}",33.07661240000016,533753856.0,0.29812053407121986,0.20692958228904723,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_16p666666666666668m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 16.666666666666668, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-20p0m-86da0d42eca2,3,3,"{""completed"": 3}",8.409786600001098,332144640.0,0.3130444517693126,0.20388511678312862,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_20p0m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 20.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-33p333333333333336m-6b2ad78547d4,3,3,"{""completed"": 3}",7.898639600003662,113283072.0,0.33294611207062663,0.22880191376647036,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_33p333333333333336m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 33.333333333333336, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-50m-9d6debde9b25,3,3,"{""completed"": 3}",28.436136700000134,76431360.0,1.340553884072545,0.8938345470153469,1,True,"{""experiment_type"": ""stage14_2c_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_50m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 50.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 300.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-5p0m-ebb084baf4fb,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_5p0m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 5.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-5p2631578947368425m-13c93aa73387,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_5p2631578947368425m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 5.2631578947368425, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-5p555555555555555m-39bd27060655,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_5p555555555555555m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 5.555555555555555, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-5p882352941176471m-f803b0224e1d,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_5p882352941176471m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 5.882352941176471, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-6p25m-361093623a41,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_6p25m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 6.25, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_6p666666666666667m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 6.666666666666667, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-7p142857142857143m-68b29f553101,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_7p142857142857143m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 7.142857142857143, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-7p6923076923076925m-0a777b90a886,3,0,"{""memory_limit"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_7p6923076923076925m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 7.6923076923076925, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-8p333333333333334m-09ada69590d6,3,3,"{""completed"": 3}",36.98197889999574,3822510080.0,0.28477897596533963,0.1875871969971805,1,True,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_8p333333333333334m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 8.333333333333334, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,global-oracle-spatial-9p090909090909092m-fbc049fb8493,3,0,"{""worker_failure"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_global_oracle_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""global_oracle_spatial_9p090909090909092m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 9.090909090909092, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""global_oracle""}"
14.3,local-sse-canonical-anchor-4f8cae874bcf,3,3,"{""completed"": 3}",58.59568979999858,207331328.0,0.944086144839464,0.7814861193516704,1,True,"{""experiment_type"": ""stage14_2c_local_sse_baseline"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_canonical_anchor"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 25.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""baseline_anchor"", ""timeout_s"": 300.0, ""worker_mode"": ""local_sse""}"
14.3,local-sse-spatial-100m-48fa3d04001e,3,3,"{""completed"": 3}",7.857608700000128,66641920.0,1.4049827579238952,0.912150500664634,1,True,"{""experiment_type"": ""stage14_2c_local_sse_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_spatial_100m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 100.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 300.0, ""worker_mode"": ""local_sse""}"
14.3,local-sse-spatial-10p0m-fb8c66951b54,3,0,"{""initial_defender_infeasible"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_local_sse_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_spatial_10p0m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 10.0, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""local_sse""}"
14.3,local-sse-spatial-11p11111111111111m-5a76a9e3f04c,3,0,"{""initial_defender_infeasible"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_local_sse_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_spatial_11p11111111111111m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 11.11111111111111, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""local_sse""}"
14.3,local-sse-spatial-12p5m-aac68d27c7a2,3,0,"{""initial_defender_infeasible"": 3}",,,,,0,False,"{""experiment_type"": ""stage14_3_local_sse_spatial"", ""memory_limit_bytes"": 4294967296, ""name"": ""local_sse_spatial_12p5m"", ""parameters"": {""approximate_planner"": false, ""baseline_anchor"": 0, ""defender_action_count"": 3, ""defender_domain_x_max"": 7.5, ""defender_domain_x_min"": 5.0, ""defender_grid_policy"": ""canonical_three"", ""heading_spacing_deg"": 5.0, ""initial_defender_action_id"": 0, ""multi_start"": false, ""r_neighbor"": 1, ""reinforcement_learning"": false, ""spatial_resolution_m"": 12.5, ""switching_contour_sample_count"": 12, ""switching_radial_sample_count"": 8, ""terrain_category"": ""centered_cube""}, ""process_semantics"": ""fresh cold process per repetition"", ""sampling_interval_s"": 0.02, ""sweep_variable"": ""spatial_resolution_m"", ""timeout_s"": 600.0, ""worker_mode"": ""local_sse""}"
