stage_source,experiment_type,case_id,repetition_id,status,failure_category,failure_message,declared_sweep_variable,declared_sweep_value,worker_wall_s,T_SSE_s,peak_rss_bytes,J_A,J_D,selected_defender_action_id,selected_attacker_candidate_id,trajectory_sha256,independent_replay_passed
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-11p11111111111111m-dce0fc8b6d5d,global-oracle-spatial-11p11111111111111m-dce0fc8b6d5d-r001,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 459, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 384, in _global_payload
    timing = decompose_exact_sse_timing(run, validation_time_s=validation_s)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 126, in decompose_exact_sse_timing
    residual = _nonnegative_residual(
        timing.total_attacker_br_s,
        named_parts,
        ""Attacker best-response"",
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 95, in _nonnegative_residual
    raise RuntimeError(f""{name} timing components exceed their enclosing wall time"")
RuntimeError: Attacker best-response timing components exceed their enclosing wall time",spatial_resolution_m,11.11111111111111,19.22601150000264,,1631842304,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-11p11111111111111m-dce0fc8b6d5d,global-oracle-spatial-11p11111111111111m-dce0fc8b6d5d-r002,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 459, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 384, in _global_payload
    timing = decompose_exact_sse_timing(run, validation_time_s=validation_s)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 126, in decompose_exact_sse_timing
    residual = _nonnegative_residual(
        timing.total_attacker_br_s,
        named_parts,
        ""Attacker best-response"",
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 95, in _nonnegative_residual
    raise RuntimeError(f""{name} timing components exceed their enclosing wall time"")
RuntimeError: Attacker best-response timing components exceed their enclosing wall time",spatial_resolution_m,11.11111111111111,19.483662699996785,,1632096256,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-12p5m-9ce2768d5aed,global-oracle-spatial-12p5m-9ce2768d5aed-r000,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 388, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 340, in _global_payload
    timing = decompose_exact_sse_timing(run, validation_time_s=validation_s)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 126, in decompose_exact_sse_timing
    residual = _nonnegative_residual(
        timing.total_attacker_br_s,
        named_parts,
        ""Attacker best-response"",
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 95, in _nonnegative_residual
    raise RuntimeError(f""{name} timing components exceed their enclosing wall time"")
RuntimeError: Attacker best-response timing components exceed their enclosing wall time",spatial_resolution_m,12.5,52.69813840000279,,1190060032,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-12p5m-9ce2768d5aed,global-oracle-spatial-12p5m-9ce2768d5aed-r001,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 388, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 340, in _global_payload
    timing = decompose_exact_sse_timing(run, validation_time_s=validation_s)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 126, in decompose_exact_sse_timing
    residual = _nonnegative_residual(
        timing.total_attacker_br_s,
        named_parts,
        ""Attacker best-response"",
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 95, in _nonnegative_residual
    raise RuntimeError(f""{name} timing components exceed their enclosing wall time"")
RuntimeError: Attacker best-response timing components exceed their enclosing wall time",spatial_resolution_m,12.5,52.572716599999694,,1178763264,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-12p5m-9ce2768d5aed,global-oracle-spatial-12p5m-9ce2768d5aed-r002,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 388, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 340, in _global_payload
    timing = decompose_exact_sse_timing(run, validation_time_s=validation_s)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 126, in decompose_exact_sse_timing
    residual = _nonnegative_residual(
        timing.total_attacker_br_s,
        named_parts,
        ""Attacker best-response"",
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_profiling.py"", line 95, in _nonnegative_residual
    raise RuntimeError(f""{name} timing components exceed their enclosing wall time"")
RuntimeError: Attacker best-response timing components exceed their enclosing wall time",spatial_resolution_m,12.5,52.59370560000025,,1186119680,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4-r000,completed,,,spatial_resolution_m,14.285714285714286,13.17889219999779,12.7068763999996,807895040,0.30973128763458896,0.20684149654063252,1,46,829640ea4d9c62e86d42c775e3cb9bf7c78f36dccf96347f6d59a1f43c14ab74,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4-r001,completed,,,spatial_resolution_m,14.285714285714286,13.315360699998564,12.859494299998914,803012608,0.30973128763458896,0.20684149654063252,1,46,829640ea4d9c62e86d42c775e3cb9bf7c78f36dccf96347f6d59a1f43c14ab74,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4,global-oracle-spatial-14p285714285714286m-bcc11cb3c8b4-r002,completed,,,spatial_resolution_m,14.285714285714286,12.970115300006,12.531413500000781,804564992,0.30973128763458896,0.20684149654063252,1,46,829640ea4d9c62e86d42c775e3cb9bf7c78f36dccf96347f6d59a1f43c14ab74,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-16p666666666666668m-95a5489b2272,global-oracle-spatial-16p666666666666668m-95a5489b2272-r000,completed,,,spatial_resolution_m,16.666666666666668,33.814056899995194,33.33837059999496,533753856,0.29812053407121986,0.20692958228904723,1,34,ca3740ffd0f6965bf1652c8ab01bcd1056678a830f94b5373b3c2c548a9c7973,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-16p666666666666668m-95a5489b2272,global-oracle-spatial-16p666666666666668m-95a5489b2272-r001,completed,,,spatial_resolution_m,16.666666666666668,33.502821800000675,33.07424739999988,533917696,0.29812053407121986,0.20692958228904723,1,34,ca3740ffd0f6965bf1652c8ab01bcd1056678a830f94b5373b3c2c548a9c7973,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-16p666666666666668m-95a5489b2272,global-oracle-spatial-16p666666666666668m-95a5489b2272-r002,completed,,,spatial_resolution_m,16.666666666666668,33.52260379999643,33.07661240000016,533737472,0.29812053407121986,0.20692958228904723,1,34,ca3740ffd0f6965bf1652c8ab01bcd1056678a830f94b5373b3c2c548a9c7973,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-20p0m-86da0d42eca2,global-oracle-spatial-20p0m-86da0d42eca2-r000,completed,,,spatial_resolution_m,20.0,8.923462599999766,8.409786600001098,332144640,0.3130444517693126,0.20388511678312862,1,37,f80ef3e06ba3c4339f5152e1d99e45e4ceda782af1b686e4702799860ccaed9b,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-20p0m-86da0d42eca2,global-oracle-spatial-20p0m-86da0d42eca2-r001,completed,,,spatial_resolution_m,20.0,8.886504299996886,8.425328000001173,330416128,0.3130444517693126,0.20388511678312862,1,37,f80ef3e06ba3c4339f5152e1d99e45e4ceda782af1b686e4702799860ccaed9b,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-20p0m-86da0d42eca2,global-oracle-spatial-20p0m-86da0d42eca2-r002,completed,,,spatial_resolution_m,20.0,8.800542699998914,8.327944599997863,332447744,0.3130444517693126,0.20388511678312862,1,37,f80ef3e06ba3c4339f5152e1d99e45e4ceda782af1b686e4702799860ccaed9b,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-33p333333333333336m-6b2ad78547d4,global-oracle-spatial-33p333333333333336m-6b2ad78547d4-r000,completed,,,spatial_resolution_m,33.333333333333336,8.342251100002613,7.898639600003662,113528832,0.33294611207062663,0.22880191376647036,1,37,38a8e1adc6a0ba61fba66086e654a081f79242685403dd9742c74b0e6a57110a,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-33p333333333333336m-6b2ad78547d4,global-oracle-spatial-33p333333333333336m-6b2ad78547d4-r001,completed,,,spatial_resolution_m,33.333333333333336,8.342375000000175,7.913701700003003,113283072,0.33294611207062663,0.22880191376647036,1,37,38a8e1adc6a0ba61fba66086e654a081f79242685403dd9742c74b0e6a57110a,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-33p333333333333336m-6b2ad78547d4,global-oracle-spatial-33p333333333333336m-6b2ad78547d4-r002,completed,,,spatial_resolution_m,33.333333333333336,8.298177900003793,7.881203999997524,112787456,0.33294611207062663,0.22880191376647036,1,37,38a8e1adc6a0ba61fba66086e654a081f79242685403dd9742c74b0e6a57110a,True
14.3,stage14_2c_global_oracle_spatial,global-oracle-spatial-50m-9d6debde9b25,global-oracle-spatial-50m-9d6debde9b25-r000,completed,,,spatial_resolution_m,50.0,28.559310799999366,28.175567999998748,76431360,1.340553884072545,0.8938345470153469,2,38,af5756a788b7eac143700e6d6f125c8ebd771a46c6984078a629644cfc7ab8d5,True
14.3,stage14_2c_global_oracle_spatial,global-oracle-spatial-50m-9d6debde9b25,global-oracle-spatial-50m-9d6debde9b25-r001,completed,,,spatial_resolution_m,50.0,28.923262400001477,28.534869299999627,76591104,1.340553884072545,0.8938345470153469,2,38,af5756a788b7eac143700e6d6f125c8ebd771a46c6984078a629644cfc7ab8d5,True
14.3,stage14_2c_global_oracle_spatial,global-oracle-spatial-50m-9d6debde9b25,global-oracle-spatial-50m-9d6debde9b25-r002,completed,,,spatial_resolution_m,50.0,28.831194500000493,28.436136700000134,75960320,1.340553884072545,0.8938345470153469,2,38,af5756a788b7eac143700e6d6f125c8ebd771a46c6984078a629644cfc7ab8d5,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p0m-ebb084baf4fb,global-oracle-spatial-5p0m-ebb084baf4fb-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.0,1.1858579000036116,,4406923264,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p0m-ebb084baf4fb,global-oracle-spatial-5p0m-ebb084baf4fb-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.0,1.156769399996847,,4523528192,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p0m-ebb084baf4fb,global-oracle-spatial-5p0m-ebb084baf4fb-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.0,1.144820500005153,,4411473920,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p2631578947368425m-13c93aa73387,global-oracle-spatial-5p2631578947368425m-13c93aa73387-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.2631578947368425,1.19890149999992,,4497711104,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p2631578947368425m-13c93aa73387,global-oracle-spatial-5p2631578947368425m-13c93aa73387-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.2631578947368425,1.1910093000042252,,4454522880,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p2631578947368425m-13c93aa73387,global-oracle-spatial-5p2631578947368425m-13c93aa73387-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.2631578947368425,1.1447173999986262,,4473016320,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p555555555555555m-39bd27060655,global-oracle-spatial-5p555555555555555m-39bd27060655-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.555555555555555,1.183695899999293,,4438536192,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p555555555555555m-39bd27060655,global-oracle-spatial-5p555555555555555m-39bd27060655-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.555555555555555,1.1747322000010172,,4416761856,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p555555555555555m-39bd27060655,global-oracle-spatial-5p555555555555555m-39bd27060655-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.555555555555555,1.145077900000615,,4438274048,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p882352941176471m-f803b0224e1d,global-oracle-spatial-5p882352941176471m-f803b0224e1d-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.882352941176471,156.71629530000064,,4358103040,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p882352941176471m-f803b0224e1d,global-oracle-spatial-5p882352941176471m-f803b0224e1d-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.882352941176471,141.46589909999602,,4301488128,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-5p882352941176471m-f803b0224e1d,global-oracle-spatial-5p882352941176471m-f803b0224e1d-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,5.882352941176471,159.57848849999573,,4333805568,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p25m-361093623a41,global-oracle-spatial-6p25m-361093623a41-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.25,212.31204230000003,,4349026304,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p25m-361093623a41,global-oracle-spatial-6p25m-361093623a41-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.25,219.48040890000266,,4360347648,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p25m-361093623a41,global-oracle-spatial-6p25m-361093623a41-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.25,189.28425649999554,,4418560000,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.666666666666667,172.78047969999898,,4393480192,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.666666666666667,170.86502219999966,,4339740672,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c,global-oracle-spatial-6p666666666666667m-4c3eb063ac0c-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,6.666666666666667,190.13978580000548,,4394274816,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p142857142857143m-68b29f553101,global-oracle-spatial-7p142857142857143m-68b29f553101-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.142857142857143,149.81368429999566,,4394975232,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p142857142857143m-68b29f553101,global-oracle-spatial-7p142857142857143m-68b29f553101-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.142857142857143,136.40165369999886,,4376150016,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p142857142857143m-68b29f553101,global-oracle-spatial-7p142857142857143m-68b29f553101-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.142857142857143,149.5382266000015,,4398837760,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p6923076923076925m-0a777b90a886,global-oracle-spatial-7p6923076923076925m-0a777b90a886-r000,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.6923076923076925,28.537667900003726,,4334137344,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p6923076923076925m-0a777b90a886,global-oracle-spatial-7p6923076923076925m-0a777b90a886-r001,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.6923076923076925,28.363107899996976,,4333604864,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-7p6923076923076925m-0a777b90a886,global-oracle-spatial-7p6923076923076925m-0a777b90a886-r002,memory_limit,memory_limit,"parent-enforced memory_limit: timeout_s=600.0, memory_limit_bytes=4294967296",spatial_resolution_m,7.6923076923076925,28.34011730000202,,4399038464,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-8p333333333333334m-09ada69590d6,global-oracle-spatial-8p333333333333334m-09ada69590d6-r000,completed,,,spatial_resolution_m,8.333333333333334,39.66422949999833,39.069800999997824,3822510080,0.28477897596533963,0.1875871969971805,1,34,a8ac65d8c568f243ddc73eacbddb3cb7fa906cb2bd6c2648f3f83a8549936145,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-8p333333333333334m-09ada69590d6,global-oracle-spatial-8p333333333333334m-09ada69590d6-r001,completed,,,spatial_resolution_m,8.333333333333334,37.085601799997676,36.531622399998014,3816157184,0.28477897596533963,0.1875871969971805,1,34,a8ac65d8c568f243ddc73eacbddb3cb7fa906cb2bd6c2648f3f83a8549936145,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-8p333333333333334m-09ada69590d6,global-oracle-spatial-8p333333333333334m-09ada69590d6-r002,completed,,,spatial_resolution_m,8.333333333333334,37.53811029999633,36.98197889999574,3831664640,0.28477897596533963,0.1875871969971805,1,34,a8ac65d8c568f243ddc73eacbddb3cb7fa906cb2bd6c2648f3f83a8549936145,True
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-9p090909090909092m-fbc049fb8493,global-oracle-spatial-9p090909090909092m-fbc049fb8493-r000,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 459, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 350, in _global_payload
    run = run_finite_stackelberg(
        candidates,
    ...<3 lines>...
        reuse_reachability_graph=True,
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stackelberg_solver.py"", line 295, in run_finite_stackelberg
    raise RuntimeError(""no Defender action has a feasible Attacker response"")
RuntimeError: no Defender action has a feasible Attacker response",spatial_resolution_m,9.090909090909092,26.093234300002223,,2939097088,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-9p090909090909092m-fbc049fb8493,global-oracle-spatial-9p090909090909092m-fbc049fb8493-r001,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 459, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 350, in _global_payload
    run = run_finite_stackelberg(
        candidates,
    ...<3 lines>...
        reuse_reachability_graph=True,
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stackelberg_solver.py"", line 295, in run_finite_stackelberg
    raise RuntimeError(""no Defender action has a feasible Attacker response"")
RuntimeError: no Defender action has a feasible Attacker response",spatial_resolution_m,9.090909090909092,23.94401579999976,,2908528640,,,,,,
14.3,stage14_3_global_oracle_spatial,global-oracle-spatial-9p090909090909092m-fbc049fb8493,global-oracle-spatial-9p090909090909092m-fbc049fb8493-r002,worker_failure,nonzero_worker_exit,"Traceback (most recent call last):
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 65, in <module>
    main()
    ~~~~^^
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 59, in main
    payload = run_worker(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_3_worker.py"", line 30, in run_worker
    payload = run_worker_case(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 459, in run_worker_case
    payload = _global_payload(configuration)
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stage14_2c_worker.py"", line 350, in _global_payload
    run = run_finite_stackelberg(
        candidates,
    ...<3 lines>...
        reuse_reachability_graph=True,
    )
  File ""C:\Users\jeffe\Desktop\git\glider_hybrid_control\3D_0827\stackelberg_solver.py"", line 295, in run_finite_stackelberg
    raise RuntimeError(""no Defender action has a feasible Attacker response"")
RuntimeError: no Defender action has a feasible Attacker response",spatial_resolution_m,9.090909090909092,24.504419299999427,,2959544320,,,,,,
14.3,stage14_2c_local_sse_baseline,local-sse-canonical-anchor-4f8cae874bcf,local-sse-canonical-anchor-4f8cae874bcf-r000,completed,,,baseline_anchor,0,59.75405150000006,59.35264140000072,207331328,0.944086144839464,0.7814861193516704,2,26,827fe8228491a0469c901aed676fd640afac5870b094f2d62494678cd8acfb03,True
14.3,stage14_2c_local_sse_baseline,local-sse-canonical-anchor-4f8cae874bcf,local-sse-canonical-anchor-4f8cae874bcf-r001,completed,,,baseline_anchor,0,58.83594719999928,58.419353899998896,208084992,0.944086144839464,0.7814861193516704,2,26,827fe8228491a0469c901aed676fd640afac5870b094f2d62494678cd8acfb03,True
14.3,stage14_2c_local_sse_baseline,local-sse-canonical-anchor-4f8cae874bcf,local-sse-canonical-anchor-4f8cae874bcf-r002,completed,,,baseline_anchor,0,59.04784499999914,58.59568979999858,205639680,0.944086144839464,0.7814861193516704,2,26,827fe8228491a0469c901aed676fd640afac5870b094f2d62494678cd8acfb03,True
14.3,stage14_2c_local_sse_spatial,local-sse-spatial-100m-48fa3d04001e,local-sse-spatial-100m-48fa3d04001e-r000,completed,,,spatial_resolution_m,100.0,8.272922399999516,7.847691900000427,66641920,1.4049827579238952,0.912150500664634,2,26,91f6a4aa7c2edb29d55899913823c0969558eae38759e2bffc27ce34a32608a3,True
