contour_sample_count,radial_scale_count,candidate_count,best_candidate_id,best_x_map,best_y_map,best_z_map,best_objective,total_runtime_s,number_feasible
12,8,96,25,0.5,2.9999999980759777,1.6630045328951102,0.21356152236500636,33.37054089998128,6
16,8,128,33,0.5,2.999999997525016,1.230007861644896,0.1948997209135999,32.99745990001247,8
