schema_version,case_id,status,T_Bellman_s,T_LOS_s,T_SSE_s,T_attacker_unclassified_s,T_defender_overhead_s,T_graph_per_action_s,T_graph_s,T_graph_shared_s,T_hazard_s,T_switch_candidate_generation_s,T_switch_energy_filter_s,T_switch_s,T_switch_virtual_connection_s,T_validation_s,start_rss_bytes,peak_rss_bytes,delta_peak_rss_bytes,N_S_cart,N_S_admissible,N_S_goal_reachable,N_S_active,N_E,N_C_raw,N_D,B,Q,selected_defender_action_id,selected_attacker_candidate_id,attacker_objective,defender_objective_pod,validation_passed
stage14.1-v1,canonical_centered_cube_25m_25m_5deg,completed,12.352061999999933,2.9960135000001173,62.055722799999785,38.450403100016956,0.008741899999677116,1.0700000075303251e-05,1.6433915000002344,1.643380800000159,6.190584799981934,0.10489070000039646,0.1809374000004027,0.414526000000933,0.1286979000001338,0.0052648999999291846,6209536,204324864,198115328,3243240,3000240,2316566,1106941,29035732,96,3,72,8,2,26,0.944086144839464,0.7814861193516704,True
