w_pod,w_coverage,fixed_objective,fixed_weighted_pod,fixed_weighted_coverage,selected_x_m,selected_y_m,selected_z_m,selected_objective,selected_mission_pod,selected_pod_normalized,selected_coverage_volume_normalized,selected_attacker_objective,switch_x_m,switch_y_m,switch_h_m
1.0,0.0,0.024403189414129313,0.024403189414129313,0.0,2500.0,500.0,8.787386724681484,0.024403189414129313,0.02470335316182526,0.024403189414129313,0.592751733677265,0.3370236808263087,900.0,300.0,333.35074419828754
0.95,0.05,0.0528206166272861,0.023183029943422848,0.02963758668386325,2500.0,500.0,8.787386724681484,0.0528206166272861,0.02470335316182526,0.024403189414129313,0.592751733677265,0.3370236808263087,900.0,300.0,333.35074419828754
0.9,0.1,0.08123804384044289,0.021962870472716382,0.0592751733677265,2500.0,500.0,8.787386724681484,0.08123804384044289,0.02470335316182526,0.024403189414129313,0.592751733677265,0.3370236808263087,900.0,300.0,333.35074419828754
0.85,0.15,0.10965547105359966,0.020742711002009917,0.08891276005158974,2500.0,500.0,8.787386724681484,0.10965547105359966,0.02470335316182526,0.024403189414129313,0.592751733677265,0.3370236808263087,900.0,300.0,333.35074419828754
0.8,0.2,0.13807289826675645,0.01952255153130345,0.118550346735453,2500.0,500.0,8.787386724681484,0.13807289826675645,0.02470335316182526,0.024403189414129313,0.592751733677265,0.3370236808263087,900.0,300.0,333.35074419828754
0.75,0.25,0.16649032547991321,0.018302392060596986,0.14818793341931624,2500.0,0.0,4.023158805348178,0.1690772908663141,0.007495702716496133,0.007467749778673463,0.653905914129236,0.3165664828332485,800.0,500.0,304.4190753801827
0.5,0.5,0.30857746154569715,0.012201594707064656,0.2963758668386325,2500.0,0.0,4.023158805348178,0.33068683195395476,0.007495702716496133,0.007467749778673463,0.653905914129236,0.3165664828332485,800.0,500.0,304.4190753801827
